Review Text,Label,Window,User Name,User ID
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Anjali Kapoor,U0351
Very slow and lags constantly.,Negative,Amazon,Rohit Yadav,U0352
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Rahul Mehta,U0353
Completely disappointed — it stopped working after two days.,Negative,Amazon,Sneha Rani,U0354
The product exceeded my expectations in every way.,Positive,Flipkart,Vikram Malhotra,U0355
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Karan Singh,U0356
The product arrived damaged and unusable.,Negative,Flipkart,Amit Verma,U0357
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Rahul Mehta,U0358
Completely disappointed — it stopped working after two days.,Negative,Amazon,Karan Singh,U0359
Excellent build quality and fast performance.,Positive,Amazon,Vikram Malhotra,U0360
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Pooja Sethi,U0361
Very slow and lags constantly.,Negative,Amazon,Sneha Rani,U0362
"Average quality, neither too good nor too bad.",Neutral,Amazon,Karan Singh,U0363
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Sneha Rani,U0364
The product exceeded my expectations in every way.,Positive,Amazon,Anjali Kapoor,U0365
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Vikram Malhotra,U0366
Excellent build quality and fast performance.,Positive,Amazon,Pooja Sethi,U0367
"Average quality, neither too good nor too bad.",Neutral,Amazon,Priya Sharma,U0368
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Karan Singh,U0369
"It's functional, but I have seen better options.",Neutral,Flipkart,Rahul Mehta,U0370
Very comfortable to wear and looks stylish.,Positive,Flipkart,Sneha Rani,U0371
The product arrived damaged and unusable.,Negative,Flipkart,Vikram Malhotra,U0372
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Amit Verma,U0373
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Priya Sharma,U0374
Very comfortable to wear and looks stylish.,Positive,Flipkart,Rohit Yadav,U0375
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Karan Singh,U0376
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Amit Verma,U0377
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Priya Sharma,U0378
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Priya Sharma,U0379
The product arrived damaged and unusable.,Negative,Amazon,Priya Sharma,U0380
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Priya Sharma,U0381
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Priya Sharma,U0382
The product exceeded my expectations in every way.,Positive,Flipkart,Rahul Mehta,U0383
"It's functional, but I have seen better options.",Neutral,Amazon,Vikram Malhotra,U0384
The product exceeded my expectations in every way.,Positive,Flipkart,Pooja Sethi,U0385
"It's functional, but I have seen better options.",Neutral,Flipkart,Anjali Kapoor,U0386
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Priya Sharma,U0387
"It's functional, but I have seen better options.",Neutral,Flipkart,Pooja Sethi,U0388
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Neha Gupta,U0389
"Poor quality material, not worth the price.",Negative,Flipkart,Amit Verma,U0390
"It's functional, but I have seen better options.",Neutral,Flipkart,Vikram Malhotra,U0391
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Priya Sharma,U0392
Excellent build quality and fast performance.,Positive,Amazon,Amit Verma,U0393
Very slow and lags constantly.,Negative,Amazon,Rahul Mehta,U0394
"Poor quality material, not worth the price.",Negative,Amazon,Rohit Yadav,U0395
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Neha Gupta,U0396
"Average quality, neither too good nor too bad.",Neutral,Amazon,Rohit Yadav,U0397
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Amit Verma,U0398
The product arrived damaged and unusable.,Negative,Flipkart,Amit Verma,U0399
"Average quality, neither too good nor too bad.",Neutral,Amazon,Karan Singh,U0400
Customer service was unhelpful when I tried to return it.,Negative,Flipkart,Pooja Sethi,U0401
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Rahul Mehta,U0402
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Vikram Malhotra,U0403
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Priya Sharma,U0404
"Average quality, neither too good nor too bad.",Neutral,Amazon,Karan Singh,U0405
The product exceeded my expectations in every way.,Positive,Flipkart,Rahul Mehta,U0406
Excellent build quality and fast performance.,Positive,Flipkart,Pooja Sethi,U0407
The product exceeded my expectations in every way.,Positive,Flipkart,Vikram Malhotra,U0408
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Vikram Malhotra,U0409
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Vikram Malhotra,U0410
"Average quality, neither too good nor too bad.",Neutral,Amazon,Anjali Kapoor,U0411
Excellent build quality and fast performance.,Positive,Amazon,Neha Gupta,U0412
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Neha Gupta,U0413
Excellent build quality and fast performance.,Positive,Amazon,Karan Singh,U0414
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Karan Singh,U0415
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Karan Singh,U0416
Very slow and lags constantly.,Negative,Flipkart,Amit Verma,U0417
The product exceeded my expectations in every way.,Positive,Amazon,Karan Singh,U0418
"Poor quality material, not worth the price.",Negative,Amazon,Amit Verma,U0419
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Pooja Sethi,U0420
Completely disappointed — it stopped working after two days.,Negative,Amazon,Pooja Sethi,U0421
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Vikram Malhotra,U0422
Excellent build quality and fast performance.,Positive,Amazon,Priya Sharma,U0423
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Pooja Sethi,U0424
"Poor quality material, not worth the price.",Negative,Amazon,Vikram Malhotra,U0425
Customer service was unhelpful when I tried to return it.,Negative,Flipkart,Rohit Yadav,U0426
The product arrived damaged and unusable.,Negative,Flipkart,Rohit Yadav,U0427
"It's functional, but I have seen better options.",Neutral,Flipkart,Anjali Kapoor,U0428
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Amit Verma,U0429
"It's functional, but I have seen better options.",Neutral,Amazon,Priya Sharma,U0430
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Anjali Kapoor,U0431
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Amit Verma,U0432
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Rohit Yadav,U0433
"Poor quality material, not worth the price.",Negative,Flipkart,Anjali Kapoor,U0434
"Poor quality material, not worth the price.",Negative,Flipkart,Amit Verma,U0435
The product exceeded my expectations in every way.,Positive,Flipkart,Rahul Mehta,U0436
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Neha Gupta,U0437
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Priya Sharma,U0438
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Neha Gupta,U0439
Very comfortable to wear and looks stylish.,Positive,Flipkart,Pooja Sethi,U0440
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Pooja Sethi,U0441
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Anjali Kapoor,U0442
Very slow and lags constantly.,Negative,Amazon,Amit Verma,U0443
Very slow and lags constantly.,Negative,Flipkart,Rohit Yadav,U0444
Very slow and lags constantly.,Negative,Flipkart,Anjali Kapoor,U0445
The product exceeded my expectations in every way.,Positive,Amazon,Amit Verma,U0446
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Rahul Mehta,U0447
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Amit Verma,U0448
"It's functional, but I have seen better options.",Neutral,Flipkart,Anjali Kapoor,U0449
The product exceeded my expectations in every way.,Positive,Amazon,Pooja Sethi,U0450
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Rohit Yadav,U0451
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Pooja Sethi,U0452
The product exceeded my expectations in every way.,Positive,Amazon,Karan Singh,U0453
"It's functional, but I have seen better options.",Neutral,Flipkart,Neha Gupta,U0454
"It's functional, but I have seen better options.",Neutral,Flipkart,Amit Verma,U0455
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Sneha Rani,U0456
"It's functional, but I have seen better options.",Neutral,Amazon,Amit Verma,U0457
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Priya Sharma,U0458
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Karan Singh,U0459
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Amit Verma,U0460
Excellent build quality and fast performance.,Positive,Flipkart,Neha Gupta,U0461
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Amit Verma,U0462
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Rohit Yadav,U0463
Excellent build quality and fast performance.,Positive,Flipkart,Karan Singh,U0464
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Sneha Rani,U0465
Excellent build quality and fast performance.,Positive,Flipkart,Amit Verma,U0466
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Karan Singh,U0467
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Rahul Mehta,U0468
Very slow and lags constantly.,Negative,Amazon,Rahul Mehta,U0469
Very comfortable to wear and looks stylish.,Positive,Flipkart,Amit Verma,U0470
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Anjali Kapoor,U0471
The product exceeded my expectations in every way.,Positive,Flipkart,Vikram Malhotra,U0472
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Rahul Mehta,U0473
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Vikram Malhotra,U0474
"Average quality, neither too good nor too bad.",Neutral,Amazon,Sneha Rani,U0475
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Sneha Rani,U0476
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Karan Singh,U0477
Very slow and lags constantly.,Negative,Flipkart,Anjali Kapoor,U0478
The product exceeded my expectations in every way.,Positive,Amazon,Rohit Yadav,U0479
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Karan Singh,U0480
The product exceeded my expectations in every way.,Positive,Amazon,Sneha Rani,U0481
The product exceeded my expectations in every way.,Positive,Flipkart,Amit Verma,U0482
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Priya Sharma,U0483
The product exceeded my expectations in every way.,Positive,Flipkart,Rahul Mehta,U0484
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Neha Gupta,U0485
"Average quality, neither too good nor too bad.",Neutral,Amazon,Amit Verma,U0486
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Sneha Rani,U0487
The product exceeded my expectations in every way.,Positive,Flipkart,Neha Gupta,U0488
"Average quality, neither too good nor too bad.",Neutral,Amazon,Rohit Yadav,U0489
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Neha Gupta,U0490
"Poor quality material, not worth the price.",Negative,Flipkart,Karan Singh,U0491
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Amit Verma,U0492
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Priya Sharma,U0493
The product exceeded my expectations in every way.,Positive,Flipkart,Karan Singh,U0494
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Amit Verma,U0495
Completely disappointed — it stopped working after two days.,Negative,Amazon,Karan Singh,U0496
Very slow and lags constantly.,Negative,Flipkart,Pooja Sethi,U0497
Completely disappointed — it stopped working after two days.,Negative,Amazon,Anjali Kapoor,U0498
Completely disappointed — it stopped working after two days.,Negative,Amazon,Anjali Kapoor,U0499
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Anjali Kapoor,U0500
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Anjali Kapoor,U0501
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Rohit Yadav,U0502
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Priya Sharma,U0503
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Anjali Kapoor,U0504
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Amit Verma,U0505
Very slow and lags constantly.,Negative,Flipkart,Vikram Malhotra,U0506
"It's functional, but I have seen better options.",Neutral,Flipkart,Priya Sharma,U0507
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Amit Verma,U0508
"Poor quality material, not worth the price.",Negative,Amazon,Neha Gupta,U0509
"It's functional, but I have seen better options.",Neutral,Amazon,Vikram Malhotra,U0510
The product exceeded my expectations in every way.,Positive,Flipkart,Priya Sharma,U0511
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Priya Sharma,U0512
"Poor quality material, not worth the price.",Negative,Flipkart,Rahul Mehta,U0513
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Neha Gupta,U0514
Completely disappointed — it stopped working after two days.,Negative,Amazon,Rohit Yadav,U0515
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Priya Sharma,U0516
"It's functional, but I have seen better options.",Neutral,Amazon,Vikram Malhotra,U0517
"Average quality, neither too good nor too bad.",Neutral,Amazon,Pooja Sethi,U0518
"Average quality, neither too good nor too bad.",Neutral,Amazon,Pooja Sethi,U0519
The product arrived damaged and unusable.,Negative,Amazon,Priya Sharma,U0520
Very slow and lags constantly.,Negative,Amazon,Anjali Kapoor,U0521
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Neha Gupta,U0522
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Rahul Mehta,U0523
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Vikram Malhotra,U0524
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Karan Singh,U0525
Very comfortable to wear and looks stylish.,Positive,Flipkart,Priya Sharma,U0526
Very comfortable to wear and looks stylish.,Positive,Amazon,Anjali Kapoor,U0527
"It's functional, but I have seen better options.",Neutral,Flipkart,Sneha Rani,U0528
"Poor quality material, not worth the price.",Negative,Flipkart,Pooja Sethi,U0529
The product arrived damaged and unusable.,Negative,Flipkart,Neha Gupta,U0530
"Poor quality material, not worth the price.",Negative,Flipkart,Amit Verma,U0531
The product exceeded my expectations in every way.,Positive,Flipkart,Neha Gupta,U0532
Very slow and lags constantly.,Negative,Amazon,Pooja Sethi,U0533
The product exceeded my expectations in every way.,Positive,Flipkart,Sneha Rani,U0534
The product arrived damaged and unusable.,Negative,Amazon,Amit Verma,U0535
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Vikram Malhotra,U0536
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Sneha Rani,U0537
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Amit Verma,U0538
The product arrived damaged and unusable.,Negative,Flipkart,Rahul Mehta,U0539
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Neha Gupta,U0540
"Poor quality material, not worth the price.",Negative,Flipkart,Karan Singh,U0541
Excellent build quality and fast performance.,Positive,Amazon,Priya Sharma,U0542
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Vikram Malhotra,U0543
The product exceeded my expectations in every way.,Positive,Flipkart,Anjali Kapoor,U0544
Excellent build quality and fast performance.,Positive,Flipkart,Rahul Mehta,U0545
Very slow and lags constantly.,Negative,Flipkart,Sneha Rani,U0546
The product arrived damaged and unusable.,Negative,Amazon,Pooja Sethi,U0547
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Rahul Mehta,U0548
The product arrived damaged and unusable.,Negative,Flipkart,Anjali Kapoor,U0549
The product exceeded my expectations in every way.,Positive,Amazon,Vikram Malhotra,U0550
"Poor quality material, not worth the price.",Negative,Amazon,Neha Gupta,U0551
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Anjali Kapoor,U0552
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Rohit Yadav,U0553
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Anjali Kapoor,U0554
The product exceeded my expectations in every way.,Positive,Flipkart,Pooja Sethi,U0555
"Poor quality material, not worth the price.",Negative,Flipkart,Anjali Kapoor,U0556
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Amit Verma,U0557
Very slow and lags constantly.,Negative,Amazon,Priya Sharma,U0558
"It's functional, but I have seen better options.",Neutral,Flipkart,Neha Gupta,U0559
Very comfortable to wear and looks stylish.,Positive,Flipkart,Anjali Kapoor,U0560
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Rahul Mehta,U0561
Customer service was unhelpful when I tried to return it.,Negative,Flipkart,Sneha Rani,U0562
Excellent build quality and fast performance.,Positive,Flipkart,Priya Sharma,U0563
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Vikram Malhotra,U0564
Excellent build quality and fast performance.,Positive,Amazon,Priya Sharma,U0565
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Priya Sharma,U0566
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Sneha Rani,U0567
Very comfortable to wear and looks stylish.,Positive,Flipkart,Priya Sharma,U0568
Customer service was unhelpful when I tried to return it.,Negative,Flipkart,Priya Sharma,U0569
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Amit Verma,U0570
"It's functional, but I have seen better options.",Neutral,Amazon,Vikram Malhotra,U0571
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Anjali Kapoor,U0572
"Poor quality material, not worth the price.",Negative,Amazon,Amit Verma,U0573
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Priya Sharma,U0574
The product exceeded my expectations in every way.,Positive,Flipkart,Vikram Malhotra,U0575
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Karan Singh,U0576
"Average quality, neither too good nor too bad.",Neutral,Amazon,Rahul Mehta,U0577
Very comfortable to wear and looks stylish.,Positive,Amazon,Vikram Malhotra,U0578
Very comfortable to wear and looks stylish.,Positive,Flipkart,Neha Gupta,U0579
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Priya Sharma,U0580
Very slow and lags constantly.,Negative,Flipkart,Vikram Malhotra,U0581
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Neha Gupta,U0582
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Rohit Yadav,U0583
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Rohit Yadav,U0584
Customer service was unhelpful when I tried to return it.,Negative,Flipkart,Anjali Kapoor,U0585
Completely disappointed — it stopped working after two days.,Negative,Amazon,Anjali Kapoor,U0586
Very slow and lags constantly.,Negative,Amazon,Sneha Rani,U0587
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Rohit Yadav,U0588
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Sneha Rani,U0589
The product arrived damaged and unusable.,Negative,Amazon,Amit Verma,U0590
The product arrived damaged and unusable.,Negative,Flipkart,Karan Singh,U0591
The product exceeded my expectations in every way.,Positive,Amazon,Vikram Malhotra,U0592
Very slow and lags constantly.,Negative,Amazon,Neha Gupta,U0593
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Karan Singh,U0594
Completely disappointed — it stopped working after two days.,Negative,Amazon,Rahul Mehta,U0595
Very slow and lags constantly.,Negative,Amazon,Rahul Mehta,U0596
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Karan Singh,U0597
The product arrived damaged and unusable.,Negative,Amazon,Sneha Rani,U0598
"It's functional, but I have seen better options.",Neutral,Flipkart,Karan Singh,U0599
"It's functional, but I have seen better options.",Neutral,Amazon,Pooja Sethi,U0600
Excellent build quality and fast performance.,Positive,Amazon,Priya Sharma,U0601
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Priya Sharma,U0602
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Rahul Mehta,U0603
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Rahul Mehta,U0604
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Vikram Malhotra,U0605
"Poor quality material, not worth the price.",Negative,Flipkart,Amit Verma,U0606
"Average quality, neither too good nor too bad.",Neutral,Amazon,Amit Verma,U0607
Very slow and lags constantly.,Negative,Flipkart,Rohit Yadav,U0608
"Poor quality material, not worth the price.",Negative,Flipkart,Rahul Mehta,U0609
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Pooja Sethi,U0610
Completely disappointed — it stopped working after two days.,Negative,Amazon,Anjali Kapoor,U0611
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Pooja Sethi,U0612
"Poor quality material, not worth the price.",Negative,Flipkart,Priya Sharma,U0613
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Sneha Rani,U0614
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Sneha Rani,U0615
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Rohit Yadav,U0616
"Poor quality material, not worth the price.",Negative,Flipkart,Karan Singh,U0617
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Amit Verma,U0618
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Neha Gupta,U0619
Very slow and lags constantly.,Negative,Flipkart,Sneha Rani,U0620
Completely disappointed — it stopped working after two days.,Negative,Amazon,Rohit Yadav,U0621
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Priya Sharma,U0622
Excellent build quality and fast performance.,Positive,Flipkart,Anjali Kapoor,U0623
Very slow and lags constantly.,Negative,Flipkart,Rahul Mehta,U0624
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Neha Gupta,U0625
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Rahul Mehta,U0626
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Pooja Sethi,U0627
"It's functional, but I have seen better options.",Neutral,Flipkart,Sneha Rani,U0628
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Pooja Sethi,U0629
Very comfortable to wear and looks stylish.,Positive,Flipkart,Rahul Mehta,U0630
"It's functional, but I have seen better options.",Neutral,Amazon,Anjali Kapoor,U0631
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Rahul Mehta,U0632
Very comfortable to wear and looks stylish.,Positive,Flipkart,Sneha Rani,U0633
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Neha Gupta,U0634
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Amit Verma,U0635
Very comfortable to wear and looks stylish.,Positive,Amazon,Vikram Malhotra,U0636
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Vikram Malhotra,U0637
"It's functional, but I have seen better options.",Neutral,Amazon,Sneha Rani,U0638
The product arrived damaged and unusable.,Negative,Flipkart,Rahul Mehta,U0639
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Amazon,Neha Gupta,U0640
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Pooja Sethi,U0641
"It's functional, but I have seen better options.",Neutral,Amazon,Anjali Kapoor,U0642
The product arrived damaged and unusable.,Negative,Amazon,Anjali Kapoor,U0643
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Pooja Sethi,U0644
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Pooja Sethi,U0645
The product arrived damaged and unusable.,Negative,Flipkart,Anjali Kapoor,U0646
Very slow and lags constantly.,Negative,Flipkart,Pooja Sethi,U0647
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Vikram Malhotra,U0648
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Amit Verma,U0649
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Pooja Sethi,U0650
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Sneha Rani,U0651
Very slow and lags constantly.,Negative,Flipkart,Neha Gupta,U0652
Excellent build quality and fast performance.,Positive,Flipkart,Priya Sharma,U0653
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Sneha Rani,U0654
Excellent build quality and fast performance.,Positive,Amazon,Rohit Yadav,U0655
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Karan Singh,U0656
Very slow and lags constantly.,Negative,Flipkart,Neha Gupta,U0657
The color is slightly different from the pictures but still fine.,Neutral,Flipkart,Priya Sharma,U0658
"Average quality, neither too good nor too bad.",Neutral,Amazon,Pooja Sethi,U0659
The color is slightly different from the pictures but still fine.,Neutral,Amazon,Sneha Rani,U0660
"Packaging was fine, but delivery took longer than expected.",Neutral,Flipkart,Priya Sharma,U0661
The product exceeded my expectations in every way.,Positive,Amazon,Rahul Mehta,U0662
"Average quality, neither too good nor too bad.",Neutral,Amazon,Neha Gupta,U0663
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Vikram Malhotra,U0664
This phone’s battery lasts all day and the camera quality is stunning!,Positive,Flipkart,Pooja Sethi,U0665
Very comfortable to wear and looks stylish.,Positive,Flipkart,Rohit Yadav,U0666
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Vikram Malhotra,U0667
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Rohit Yadav,U0668
Excellent build quality and fast performance.,Positive,Flipkart,Amit Verma,U0669
Completely disappointed — it stopped working after two days.,Negative,Amazon,Priya Sharma,U0670
The product exceeded my expectations in every way.,Positive,Amazon,Rohit Yadav,U0671
"It's functional, but I have seen better options.",Neutral,Flipkart,Vikram Malhotra,U0672
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Rahul Mehta,U0673
Completely disappointed — it stopped working after two days.,Negative,Amazon,Rahul Mehta,U0674
"It's functional, but I have seen better options.",Neutral,Flipkart,Priya Sharma,U0675
Completely disappointed — it stopped working after two days.,Negative,Amazon,Anjali Kapoor,U0676
Very slow and lags constantly.,Negative,Amazon,Anjali Kapoor,U0677
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Karan Singh,U0678
"It's functional, but I have seen better options.",Neutral,Amazon,Pooja Sethi,U0679
"Packaging was fine, but delivery took longer than expected.",Neutral,Amazon,Priya Sharma,U0680
Customer service was unhelpful when I tried to return it.,Negative,Amazon,Priya Sharma,U0681
The product arrived damaged and unusable.,Negative,Flipkart,Amit Verma,U0682
"Poor quality material, not worth the price.",Negative,Amazon,Sneha Rani,U0683
"It's functional, but I have seen better options.",Neutral,Amazon,Karan Singh,U0684
"It's functional, but I have seen better options.",Neutral,Amazon,Neha Gupta,U0685
Excellent build quality and fast performance.,Positive,Flipkart,Rohit Yadav,U0686
Excellent build quality and fast performance.,Positive,Flipkart,Pooja Sethi,U0687
Completely disappointed — it stopped working after two days.,Negative,Flipkart,Anjali Kapoor,U0688
Very comfortable to wear and looks stylish.,Positive,Flipkart,Pooja Sethi,U0689
Excellent build quality and fast performance.,Positive,Flipkart,Karan Singh,U0690
Very comfortable to wear and looks stylish.,Positive,Amazon,Priya Sharma,U0691
"Lightweight and easy to use, definitely worth the price.",Positive,Amazon,Rohit Yadav,U0692
The product exceeded my expectations in every way.,Positive,Amazon,Karan Singh,U0693
"Lightweight and easy to use, definitely worth the price.",Positive,Flipkart,Neha Gupta,U0694
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Neha Gupta,U0695
"The product is okay, works as described but nothing exceptional.",Neutral,Flipkart,Vikram Malhotra,U0696
"It's functional, but I have seen better options.",Neutral,Amazon,Pooja Sethi,U0697
"Average quality, neither too good nor too bad.",Neutral,Flipkart,Amit Verma,U0698
"The product is okay, works as described but nothing exceptional.",Neutral,Amazon,Sneha Rani,U0699
Very slow and lags constantly.,Negative,Amazon,Priya Sharma,U0700
"It's functional, but I have seen better options.",Neutral,Flipkart,Amit Verma,U0701
Very comfortable to wear and looks stylish.,Positive,Amazon,Karan Singh,U0702
